analyte,sample_number,unit_note,value
sodium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,605.995
aluminium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.223277
silicon,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,205.524
potassium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,68.246
calcium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,15.6508
vanadium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00259151
chromium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00376024
iron,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.35742
manganese,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.128874
copper,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00533547
zinc,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0163621
magnesium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.97414
arsenic,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.822553
selenium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.009998
bromine,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.58396
strontium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0885875
barium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.184865
lead,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000541395
uranium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.999e-05
methane,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.108355
hydrogen,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0947359
carbon monoxide,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0608033
nitrate,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.028
ammonium,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.662
sulfate,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,119.0
chloride,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,510.0
phosphate,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.105
bicarbonate,P1.0035,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,199.0
lithium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.60927
boron,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,8.01558
sodium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,698.156
aluminium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.366937
silicon,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,249.725
potassium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,61.5311
calcium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.83926
vanadium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.021463
iron,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.599664
manganese,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00495248
copper,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00624744
zinc,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0135025
magnesium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.169941
arsenic,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.09174
bromine,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.11714
strontium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0477741
barium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.115641
uranium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.95248e-05
methane,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0105281
hydrogen,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0210066
carbon monoxide,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0397863
nitrate,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.03
nitrite,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.012
ammonium,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.246
sulfate,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,81.0
chloride,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,679.0
phosphate,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.205
bicarbonate,P1.0036,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,119.0
lithium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.39242
boron,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.37692
sodium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,670.195
aluminium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.274359
silicon,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,282.503
potassium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,88.5524
calcium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,27.6359
chromium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00216152
iron,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.661633
manganese,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0782323
copper,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00797704
zinc,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0177554
magnesium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.11649
arsenic,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.534557
selenium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00469697
bromine,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.04963
strontium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.176192
silver,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000500416
barium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.294963
methane,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.031534
hydrogen sulphide,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02
hydrogen,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.121102
carbon monoxide,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0902531
nitrate,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.038
nitrite,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.005
ammonium,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.14
sulfate,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,150.0
chloride,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,471.0
phosphate,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.095
bicarbonate,P1.0038,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,103.0
lithium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.04686
boron,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.50973
sodium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,576.374
aluminium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.75918
silicon,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,250.379
potassium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,79.0059
calcium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,23.1384
chromium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00126269
iron,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.916004
manganese,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0516048
copper,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00515178
zinc,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.016314
magnesium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.34865
arsenic,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.483369
selenium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0113907
bromine,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.65466
strontium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.138139
barium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.224232
lead,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000388924
methane,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0206903
hydrogen sulphide,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.03
hydrogen,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0474057
carbon monoxide,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0827158
nitrate,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.035
nitrite,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.984
sulfate,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,152.0
chloride,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,483.0
phosphate,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.103
bicarbonate,P1.0039,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,88.0
lithium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.57313
boron,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.60959
sodium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,529.851
aluminium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.51203
silicon,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,235.701
potassium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,74.0326
calcium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,37.2886
chromium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00275696
iron,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.31425
manganese,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.161515
copper,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00530971
zinc,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0319604
magnesium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.17328
arsenic,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.2542
bromine,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.18455
strontium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.157064
barium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.300794
lead,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00220796
methane,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0560179
hydrogen sulphide,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.03
hydrogen,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0332401
carbon monoxide,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0754193
nitrate,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.025
ammonium,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.18
sulfate,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,164.0
chloride,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,371.0
phosphate,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.064
bicarbonate,P1.0040,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,133.0
lithium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.35168
boron,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.0166
sodium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,495.027
aluminium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.297045
silicon,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,219.142
potassium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,71.9258
calcium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,34.0228
iron,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.64108
manganese,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.153519
copper,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00439536
zinc,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0364917
magnesium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.80424
arsenic,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.224331
selenium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00354929
bromine,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.18088
strontium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.17689
silver,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000560773
barium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.334133
methane,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02351
hydrogen sulphide,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.01
hydrogen,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.34961
carbon monoxide,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.102542
nitrate,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.023
ammonium,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.564
sulfate,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,125.0
chloride,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,499.0
phosphate,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.094
bicarbonate,P1.0041,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,106.0
lithium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.18776
boron,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.73946
sodium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,476.369
aluminium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.194047
silicon,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,241.042
potassium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,69.9127
calcium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,33.4545
chromium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00187461
iron,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.31245
manganese,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.245495
copper,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00339456
zinc,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0248259
magnesium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.13336
arsenic,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.171269
bromine,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.93025
strontium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.168806
barium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.247049
methane,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0711199
hydrogen,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0418275
carbon monoxide,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0795507
nitrate,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.027
ammonium,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.615
sulfate,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,168.0
chloride,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,317.0
phosphate,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.1
bicarbonate,P1.0042,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,162.0
lithium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.46722
boron,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.01162
sodium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,792.676
aluminium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.20704
silicon,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,358.09
potassium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,108.536
calcium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,20.3071
chromium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00155164
iron,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.745317
manganese,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00621212
copper,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00749957
zinc,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0230677
magnesium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.184334
arsenic,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.767445
selenium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00934343
bromine,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.64145
strontium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.206667
silver,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00045763
barium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.282361
lead,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000987963
methane,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0169857
hydrogen sulphide,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.01
hydrogen,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0339868
carbon monoxide,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0774498
nitrate,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.792
ammonium,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.818
sulfate,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,131.0
chloride,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,596.0
phosphate,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.094
bicarbonate,P1.0043,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,110.0
lithium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.03672
boron,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,8.15599
sodium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,709.801
aluminium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.251213
silicon,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,311.517
potassium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,95.7021
calcium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,21.2755
chromium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00253594
iron,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.563073
manganese,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00989701
nickel,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00429207
copper,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00765957
zinc,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0254629
magnesium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.190661
arsenic,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.635275
bromine,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.20055
strontium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.143085
barium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.208406
lead,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000592234
uranium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.04949e-05
methane,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0179777
hydrogen sulphide,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.01
hydrogen,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0542333
carbon monoxide,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0834516
nitrate,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.024
ammonium,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.13
sulfate,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,145.0
chloride,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,577.0
phosphate,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.089
bicarbonate,P1.0044,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,106.0
lithium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.46195
boron,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.10906
sodium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,789.86
aluminium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.267756
silicon,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,368.276
potassium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,112.912
calcium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,19.3823
chromium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0032175
iron,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.621464
manganese,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00936087
copper,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00759129
zinc,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0371521
magnesium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.205266
arsenic,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.783068
bromine,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.70423
strontium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.182558
barium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.264225
lead,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000909476
methane,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0119264
hydrogen sulphide,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02
hydrogen,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0542333
carbon monoxide,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0834516
nitrate,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.024
ammonium,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.763
sulfate,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,123.0
chloride,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,595.0
phosphate,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.109
bicarbonate,P1.0045,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,75.0
lithium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.38327
boron,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.36348
sodium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,801.893
aluminium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.411496
silicon,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,343.486
potassium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,115.158
calcium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,19.5948
chromium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00210419
iron,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.18826
manganese,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00929814
copper,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00718502
zinc,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0242751
magnesium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.215499
arsenic,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.81014
selenium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00394921
bromine,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.05749
strontium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.164032
barium,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.280281
lead,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00161006
methane,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0132332
hydrogen sulphide,P1.0046,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02
