timestamp_utc,sample_number,kind,url,status,bytes
2026-05-27T07:22:09.115495+00:00,P1.0980,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0980,ok,15293
2026-05-27T07:22:11.057433+00:00,P1.0981,chemistry,https://1000springs.org.nz/chemistryJson/P1.0981,ok,1093
2026-05-27T07:22:12.644018+00:00,P1.0981,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0981,ok,15535
2026-05-27T07:22:14.686157+00:00,P1.0982,chemistry,https://1000springs.org.nz/chemistryJson/P1.0982,ok,1104
2026-05-27T07:22:16.760461+00:00,P1.0982,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0982,ok,11422
2026-05-27T07:22:18.367909+00:00,P1.0983,chemistry,https://1000springs.org.nz/chemistryJson/P1.0983,ok,1103
2026-05-27T07:22:20.094161+00:00,P1.0983,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0983,ok,12370
2026-05-27T07:22:22.060774+00:00,P1.0984,chemistry,https://1000springs.org.nz/chemistryJson/P1.0984,ok,1103
2026-05-27T07:22:23.801238+00:00,P1.0984,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0984,ok,12003
2026-05-27T07:22:25.747062+00:00,P1.0985,chemistry,https://1000springs.org.nz/chemistryJson/P1.0985,ok,1106
2026-05-27T07:22:27.681955+00:00,P1.0985,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0985,status_404,28
2026-05-27T07:22:29.175624+00:00,P1.0986,chemistry,https://1000springs.org.nz/chemistryJson/P1.0986,ok,1061
2026-05-27T07:22:30.665256+00:00,P1.0986,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0986,ok,2068
2026-05-27T07:22:32.708778+00:00,P1.0987,chemistry,https://1000springs.org.nz/chemistryJson/P1.0987,ok,1104
2026-05-27T07:22:34.653344+00:00,P1.0987,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0987,ok,8617
2026-05-27T07:22:36.700212+00:00,P1.0988,chemistry,https://1000springs.org.nz/chemistryJson/P1.0988,ok,1060
2026-05-27T07:22:38.192698+00:00,P1.0988,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0988,ok,9726
2026-05-27T07:22:39.782639+00:00,P1.0991,chemistry,https://1000springs.org.nz/chemistryJson/P1.0991,ok,1111
